,IPSA
2024-12-30,1189.4181483005254
2025-01-02,1183.0546174708386
2025-01-03,1185.5074663392534
2025-01-06,1198.3108989809275
2025-01-07,1204.4249982100266
2025-01-08,1201.13756919297
2025-01-09,1204.9971090466854
2025-01-10,1207.6222247628418
2025-01-13,1197.5327369538406
2025-01-14,1208.2449691226284
2025-01-15,1221.5975953086577
2025-01-16,1230.9634926673862
2025-01-17,1232.120124812465
2025-01-20,1239.2881543045778
2025-01-21,1247.3128179649177
2025-01-22,1246.4130041435303
2025-01-23,1251.8225702190325
2025-01-24,1253.7503163092595
2025-01-27,1243.4125232205358
2025-01-28,1246.0224749316787
2025-01-29,1253.9216613765343
2025-01-30,1276.0268824514455
2025-01-31,1269.4829770784245
2025-02-03,1265.6177206352352
2025-02-04,1278.8757492075435
2025-02-05,1282.9817713042878
2025-02-06,1289.7994348750549
2025-02-07,1284.1572440898426
2025-02-10,1281.0010305684534
2025-02-11,1278.7829683221778
2025-02-12,1278.9355708313071
2025-02-13,1288.5210343523513
2025-02-14,1294.2201361673997
2025-02-17,1282.9930505172688
2025-02-18,1282.5320643189832
2025-02-19,1278.3970777733343
2025-02-20,1287.0022022276544
2025-02-21,1286.6701212058504
2025-02-24,1287.6383703082695
2025-02-25,1288.0431290266822
2025-02-26,1295.6221975742487
2025-02-27,1299.9486744351102
2025-02-28,1289.760784170397
2025-03-03,1295.4957687457822
2025-03-04,1287.6718741157063
2025-03-05,1290.9121808307382
2025-03-06,1297.7720535728533
2025-03-07,1299.823081867396
2025-03-10,1299.1539376990486
2025-03-11,1299.329765750137
2025-03-12,1305.333828684048
2025-03-13,1315.065865362926
2025-03-14,1325.0460986892122
2025-03-17,1340.8781509400408
2025-03-18,1337.5531464788548
2025-03-19,1338.7845315880186
2025-03-20,1338.0476189205835
2025-03-21,1336.2803654974055
2025-03-24,1333.916580561193
2025-03-25,1328.66228550026
2025-03-26,1327.9404110089722
2025-03-27,1339.8682009891513
2025-03-28,1347.1452948599574
2025-03-31,1338.986657738913
2025-04-01,1346.199599794515
2025-04-02,1349.6979208684234
2025-04-03,1354.146241973311
2025-04-04,1316.0610643345728
2025-04-07,1275.2810375271745
2025-04-08,1259.2863538093145
2025-04-09,1313.0202232895058
2025-04-10,1297.336425353238
2025-04-11,1308.02198580066
2025-04-14,1330.8651672017575
2025-04-15,1349.4175840657258
2025-04-16,1353.9474915164667
2025-04-17,1372.555044841658
2025-04-21,1363.1883617066744
2025-04-22,1375.2778534862628
2025-04-23,1394.9405918829273
2025-04-24,1399.8203612718971
2025-04-25,1398.010396902986
2025-04-28,1396.7033701168361
2025-04-29,1410.0661035689532
2025-04-30,1406.6497205087728
2025-05-02,1405.0506908703205
2025-05-05,1397.122275435886
2025-05-06,1398.5750474891204
2025-05-07,1425.1010013007167
2025-05-08,1424.9952567346054
2025-05-09,1438.9577195328975
2025-05-12,1454.6849922541262
2025-05-13,1456.0845927862858
2025-05-14,1472.2837345673947
2025-05-15,1459.6153804199243
2025-05-16,1455.8364959252383
2025-05-19,1453.5865629116738
2025-05-20,1454.3885441767154
2025-05-22,1446.9702374460685
2025-05-23,1451.8336225930468
2025-05-26,1447.4139213815372
2025-05-27,1441.5230954685717
2025-05-28,1420.8829085765894
2025-05-29,1413.158769004795
2025-05-30,1385.299267423312
2025-06-02,1386.791498248125
2025-06-03,1391.5961846577004
2025-06-04,1400.5431989737576
2025-06-05,1396.9452471382076
2025-06-06,1400.2394149646218
2025-06-09,1400.5927698239109
2025-06-10,1410.4902504076551
2025-06-11,1427.9942308013556
2025-06-12,1421.1474407501948
2025-06-13,1411.1046114422325
2025-06-16,1404.4289311520051
2025-06-17,1395.6709204142692
2025-06-18,1390.8380978896416
2025-06-19,1391.6067163652212
2025-06-23,1382.3883865641685
2025-06-24,1400.5003019460194
2025-06-25,1398.315750976805
2025-06-26,1404.172543915438
2025-06-27,1406.4073871882988
2025-06-30,1411.6047579458373
2025-07-01,1405.503178543045
2025-07-02,1414.348726140513
2025-07-03,1416.9677424923123
2025-07-04,1415.7323006398651
2025-07-07,1410.303590086816
2025-07-08,1421.1299272724668
2025-07-09,1419.4466868516267
2025-07-10,1418.563915353439
2025-07-11,1399.953370274543
2025-07-14,1398.4190269634996
2025-07-15,1383.8251542827975
2025-07-17,1388.2932724649925
2025-07-18,1389.1736358381856
2025-07-21,1380.862187962018
2025-07-22,1376.1866195392784
2025-07-23,1380.0362899356267
2025-07-24,1379.688305972901
2025-07-25,1391.6142660703003
2025-07-28,1365.4291690603116
2025-07-29,1373.0158748350361
2025-07-30,1373.573973386338
2025-07-31,1380.3082804979726
2025-08-01,1382.8067277514733
2025-08-04,1390.4906903370243
2025-08-05,1391.7480843433445
2025-08-06,1397.7247128907566
2025-08-07,1417.763128429844
2025-08-08,1443.8409364745605
2025-08-11,1462.4076136374122
2025-08-12,1458.6976863644882
2025-08-13,1481.3898736912718
2025-08-14,1486.689807057367
2025-08-18,1498.0894961042193
2025-08-19,1483.696247574496
2025-08-20,1472.7125441597059
2025-08-21,1479.368350538786
2025-08-22,1498.2669420118245
2025-08-25,1502.6062343748113
2025-08-26,1490.4208379062466
2025-08-27,1500.8273059984276
2025-08-28,1503.5947761233228
2025-08-29,1499.557632130426
2025-09-01,1505.1247184492222
2025-09-02,1505.056889669711
2025-09-03,1527.4427358958376
2025-09-04,1546.2063653306714
2025-09-05,1555.5320069467068
2025-09-08,1535.1114831722161
2025-09-09,1520.5614101792473
2025-09-10,1519.6588277737992
2025-09-11,1551.036991652959
2025-09-12,1526.954192267527
2025-09-15,1541.1678731501145
2025-09-16,1539.224513702466
2025-09-17,1528.73005218019
2025-09-22,1550.3878712115563
2025-09-23,1557.5065761791475
2025-09-24,1558.845413890679
2025-09-25,1550.4552629505072
2025-09-26,1539.4352267566528
2025-09-29,1536.150411551547
2025-09-30,1529.500943513628
2025-10-01,1527.0823626184103
2025-10-02,1518.6574861281924
2025-10-03,1516.946506550586
2025-10-06,1508.6821851707034
2025-10-07,1508.3845961349814
2025-10-08,1517.7123176386538
2025-10-09,1498.7616835552851
2025-10-10,1478.441672496842
2025-10-13,1496.4015615886183
2025-10-14,1532.078405642686
2025-10-15,1541.6820331310787
2025-10-16,1546.3510817023382
2025-10-17,1547.9261499631368
2025-10-20,1553.5698546933168
2025-10-21,1547.1588866443292
2025-10-22,1535.0993679003996
2025-10-23,1551.5374140633132
2025-10-24,1561.2047534078392
2025-10-27,1566.6604045716742
2025-10-28,1570.0756590579022
2025-10-29,1588.202087246932
2025-10-30,1598.122815469716
2025-11-03,1616.102011139813
2025-11-04,1584.961131674185
2025-11-05,1604.144090149262
2025-11-06,1611.3306551353267
2025-11-07,1638.4618418375837
2025-11-10,1644.0407724127253
2025-11-11,1652.3484334233783
2025-11-12,1688.4906264713713
2025-11-13,1652.7247294152253
2025-11-14,1632.9187639416784
2025-11-17,1688.337010305611
2025-11-18,1664.3639361150824
2025-11-19,1660.4588981548916
2025-11-20,1649.9178751938937
2025-11-21,1658.6870783979143
2025-11-24,1651.378484135146
2025-11-25,1678.6701163189935
2025-11-26,1682.3601814397337
2025-11-27,1695.0704748923035
2025-11-28,1704.5077882641936
2025-12-01,1707.1432859348984
2025-12-02,1706.1300417490509
2025-12-03,1713.722123180483
2025-12-04,1709.1530562407931
2025-12-05,1713.6311469926898
2025-12-09,1704.318689465735
2025-12-10,1698.7268686095076
2025-12-11,1730.3059181935828
2025-12-12,1740.602163604855
2025-12-15,1719.7492404369002
2025-12-16,1699.37243389649
2025-12-17,1686.1480081238885
2025-12-18,1691.9627361740966
2025-12-19,1710.3731244658973
2025-12-22,1724.2007703043707
2025-12-23,1729.8388180127636
2025-12-24,1728.7604082740331
2025-12-26,1744.1291556885067
2025-12-29,1748.4590524828182
2025-12-30,1744.9912830755993
2026-01-02,1728.3715345859225
2026-01-05,1773.4971936745471
2026-01-06,1809.9253276096774
2026-01-07,1801.61012649098
2026-01-08,1803.9298695755622
2026-01-09,1813.0728590896383
2026-01-12,1837.7090833393177
2026-01-13,1866.0340781200016
2026-01-14,1866.2406344513718
2026-01-15,1840.4050096729707
2026-01-16,1852.6866185980207
2026-01-19,1850.0790512173962
2026-01-20,1847.0079434660854
2026-01-21,1864.1263144955599
2026-01-22,1903.3864623989732
2026-01-23,1899.2228157602922
2026-01-26,1906.2506376168433
2026-01-27,1922.2107323628861
2026-01-28,1918.6224434228257
2026-01-29,1905.799101191779
2026-01-30,1891.2445741722509
2026-02-02,1886.0796134256168
2026-02-03,1914.0617287768373
2026-02-04,1893.831897455785
2026-02-05,1870.1636468715344
2026-02-06,1849.6664095107908
2026-02-09,1860.3973682661947
2026-02-10,1827.2205415683575
2026-02-11,1862.8027423867936
2026-02-12,1825.0120864988803
2026-02-13,1822.2840804587922
2026-02-16,1813.7810878269238
2026-02-17,1812.2499993272424
2026-02-18,1814.8362083886198
2026-02-19,1802.3713653101754
2026-02-20,1815.4433437902608
2026-02-23,1835.0908735130672
2026-02-24,1842.565074791006
2026-02-25,1856.6663254867578
2026-02-26,1848.6613442888083
2026-02-27,1825.9228748121056
2026-03-02,1776.6748771954626
2026-03-03,1719.645930484977
2026-03-04,1753.9600698758206
2026-03-05,1729.6186730830213
2026-03-06,1744.7565851111954
2026-03-09,1757.7871759052666
2026-03-10,1775.613570783953
2026-03-11,1763.5801980383455
2026-03-12,1750.501101806318
2026-03-13,1759.0090906979074
2026-03-16,1783.2218293564574
2026-03-17,1788.2533852101926
2026-03-18,1783.9175307935327
2026-03-19,1760.823780378559
2026-03-20,1726.2550314429968
2026-03-23,1708.4671047421473
2026-03-24,1691.6870299627496
2026-03-25,1718.3901570343212
2026-03-26,1719.0745767670576
2026-03-27,1722.5520908509063
2026-03-30,1723.4921844928908
2026-03-31,1759.5444702094621
2026-04-01,1802.9030508111705
2026-04-02,1777.455891278311
2026-04-06,1772.5240251175514
2026-04-07,1746.4424388345478
2026-04-08,1794.7253866250896
2026-04-09,1811.042183198777
2026-04-10,1831.4613431125208
2026-04-13,1841.7350399243044
2026-04-14,1870.2005314247472
2026-04-15,1863.2520351308815
2026-04-16,1889.5404808588837
2026-04-17,1883.3392137744875
2026-04-20,1868.5274003991124
2026-04-21,1834.774316909387
2026-04-22,1817.2197644735897
2026-04-23,1815.3504771785213
2026-04-24,1845.1053059399674
2026-04-27,1844.4931160667913
2026-04-28,1805.564816853102
2026-04-29,1792.5776281290237
2026-04-30,1793.5003109715826
2026-05-04,1764.155386135115
2026-05-05,1757.2311131377069
2026-05-06,1790.235221813862
2026-05-07,1780.496813493944
2026-05-08,1763.3927605887422
2026-05-11,1745.0391151108443
2026-05-12,1738.2825246484722
2026-05-13,1708.7758831340388
2026-05-14,1712.9532132019453
2026-05-15,1692.800000745149
2026-05-18,1708.1641465238947
2026-05-19,1688.0764917101412
2026-05-20,1720.0823137855846
2026-05-22,1718.2832361524484
2026-05-25,1755.4099636211947
2026-05-26,1743.1866193202534
2026-05-27,1763.6781167502168
2026-05-28,1768.0224595340803
2026-05-29,1743.9188711306524
2026-06-01,1724.598415334874
2026-06-02,1704.342459530801
2026-06-03,1681.1557071932452
2026-06-04,1676.2146543927224
2026-06-05,1672.24981239975
2026-06-08,1658.4609323836019
